nombre_cancion,anio,mes,reproducciones,likes
Ritmo Urbano,2015,Diciembre,2602,1148
Fragmentos,2019,Diciembre,831,3707
Tensión,2016,Marzo,181,3569
Fragmentos,2020,Febrero,234,889
Sombras del Ayer,2015,Diciembre,3682,3638
Sin Control,2019,Mayo,3595,1287
Lluvia de Estrellas,2020,Diciembre,4928,913
Voces,2020,Diciembre,3345,4160
Sin Mirar Atrás,2017,Octubre,2597,3135
Alma Libre,2024,Octubre,3702,643
Mil Vidas,2018,Enero,2609,804
Marea Alta,2019,Febrero,145,4153
Tiempo Muerto,2016,Agosto,1776,3435
Distancia,2024,Marzo,3475,2147
Latidos,2023,Septiembre,3645,3542
A Contraluz,2020,Octubre,613,3783
Fragmentos,2017,Septiembre,1251,602
Despierta,2017,Abril,816,1093
Latente,2024,Diciembre,1092,4713
Eco Final,2025,Septiembre,2292,4840
Instante,2022,Febrero,3654,689
A Contraluz,2023,Agosto,2013,1011
Nostalgia,2018,Junio,2959,4063
Latente,2025,Julio,950,3968
Sin Filtro,2023,Noviembre,2442,3572
Reinicio,2024,Junio,1838,1355
Retroceso,2022,Abril,4603,3892
Siluetas,2015,Febrero,1271,2993
Punto Final,2015,Junio,1733,406
Caos,2018,Junio,709,2076
Oscuridad Total,2020,Diciembre,761,2388
Siluetas,2015,Septiembre,313,2132
Claroscuro,2025,Octubre,978,2959
Pulso,2022,Marzo,1355,748
Caos,2016,Septiembre,3704,729
Despierta,2024,Diciembre,2365,3554
Niebla,2015,Octubre,4882,3545
Fragmentada,2023,Abril,4652,1788
Pálpito,2023,Septiembre,4438,4745
Resonancia,2024,Diciembre,4339,4522
Callejón,2023,Febrero,4233,3507
Intermitente,2016,Septiembre,1110,1521
Ciudad Rota,2024,Marzo,455,4024
Repetición,2015,Agosto,3714,2797
Destino Cruzado,2022,Noviembre,857,4822
Inercia,2017,Noviembre,768,4481
Horizonte Rojo,2021,Marzo,2327,1098
Voces,2025,Enero,4960,1685
Repetición,2016,Octubre,2650,1059
Sombras del Ayer,2024,Mayo,977,656
Instinto,2018,Agosto,2643,1861
A Media Luz,2022,Octubre,2254,1410
Corazón Eléctrico,2015,Mayo,95,3662
Retroceso,2015,Marzo,1327,3424
Punto Final,2023,Octubre,3553,300
Ciudad Rota,2025,Abril,1632,2105
Después de Ti,2022,Noviembre,3792,3140
Tensión,2024,Noviembre,4129,500
Equilibrio,2025,Enero,4564,2676
Después de Ti,2018,Diciembre,3303,77
Oscuridad Total,2020,Abril,2356,1895
A Media Luz,2025,Marzo,3153,684
Voces,2015,Marzo,3754,1249
Caída Libre,2019,Noviembre,370,1256
Claroscuro,2016,Enero,758,120
Claroscuro,2023,Octubre,4804,42
Al Límite,2021,Febrero,394,3271
Laberinto,2018,Febrero,3906,2466
A Contrarreloj,2023,Enero,956,3527
Tiempo Muerto,2016,Abril,1212,2610
Instante,2024,Noviembre,1211,457
Renacer,2019,Febrero,3117,3832
Desfase,2024,Junio,1045,2205
Lluvia de Estrellas,2020,Julio,1387,1689
Despierto,2020,Mayo,1347,4859
A Media Luz,2023,Septiembre,1992,975
Entre Sombras,2020,Agosto,37,1043
Después de Ti,2020,Enero,3098,4917
Punto Final,2021,Mayo,1070,1922
Intermitente,2025,Mayo,1671,4855
Antes del Silencio,2025,Febrero,4432,4922
Fragmentada,2017,Julio,419,4394
Sombras II,2019,Noviembre,4210,2904
Gravedad,2019,Marzo,873,4163
Marea Alta,2018,Diciembre,4622,238
Equilibrio,2022,Noviembre,1288,438
A Media Luz,2017,Julio,3857,4672
Oscuridad Total,2018,Octubre,2442,2058
Sombras del Ayer,2021,Diciembre,451,4717
Caída Libre,2015,Agosto,433,3527
Llama Azul,2022,Agosto,4681,4437
Equilibrio,2015,Enero,3061,4593
Latidos,2015,Agosto,2218,227
Despierto,2023,Septiembre,2376,1323
Ciudad Rota,2020,Mayo,852,4518
Despierta,2020,Enero,1636,3763
Lento Adiós,2023,Abril,235,2893
Nostalgia,2025,Octubre,1774,616
Siluetas,2021,Febrero,4943,2819
Despierto,2015,Enero,2697,818
Contratiempo,2022,Febrero,3671,1740
Desvelo,2025,Octubre,1954,1695
Sombras II,2016,Septiembre,3778,3746
Siluetas,2024,Septiembre,1592,2508
Claroscuro,2017,Junio,1847,4602
Después de Ti,2024,Abril,4492,1768
Pulso Final,2025,Julio,4366,2397
Intermitente,2023,Enero,128,2742
Antes del Silencio,2025,Agosto,1049,4091
Punto Ciego,2017,Diciembre,3947,1171
Espiral,2024,Septiembre,376,4599
Desvelo,2024,Julio,1980,3665
Mirada Fría,2017,Enero,458,4633
Entre Sombras,2023,Febrero,1905,2154
Destino Cruzado,2016,Enero,151,3518
Cenizas,2020,Octubre,4602,4257
Ausencia,2022,Junio,2701,4720
Inercia,2025,Diciembre,4294,2555
Sutil,2015,Enero,3161,4142
Repetición,2016,Noviembre,1934,3565
Cicatrices,2016,Febrero,2284,1329
Laberinto,2019,Enero,2538,3983
Renacer,2022,Noviembre,121,1849
Vértice,2018,Agosto,5,2661
Noches de Neón,2023,Agosto,3525,4213
Ruido Blanco,2018,Diciembre,1099,1999
Colisión,2022,Diciembre,2854,744
Retroceso,2024,Octubre,2917,2399
Tensión,2024,Enero,127,4371
Punto Ciego,2016,Julio,815,427
Pálpito,2020,Abril,3878,2630
A Contraluz,2023,Marzo,429,4636
Reinicio,2016,Febrero,4868,3921
Ruido Blanco,2015,Noviembre,4641,2861
Vértigo,2025,Julio,1377,4443
Punto Ciego,2016,Mayo,3642,611
Ausencia,2024,Mayo,2644,4658
Ciudad Rota,2022,Julio,3638,1938
A Media Luz,2020,Abril,3672,1460
Mil Vidas,2021,Junio,101,4917
Cenizas,2019,Junio,4472,4832
Pulso,2020,Agosto,438,2540
Recuerdos,2024,Junio,791,337
Mil Vidas,2024,Junio,1567,20
Reinicio,2016,Agosto,3365,3003
Claroscuro,2016,Diciembre,2634,3088
Corazón Eléctrico,2022,Abril,2902,1750
Tensión,2021,Enero,1712,1243
Cicatrices,2024,Enero,1260,3286
Contratiempo,2021,Noviembre,161,3298
Destino Cruzado,2025,Mayo,1728,2714
Colisión,2019,Diciembre,3188,4338
Pálpito,2024,Mayo,3295,1624
Última Vez,2018,Agosto,158,3910
Siluetas,2024,Octubre,606,4795
Pulso Final,2023,Febrero,3563,818
Último Latido,2023,Marzo,4647,1079
Fragmentada,2023,Agosto,1593,4636
Corazón Eléctrico,2016,Agosto,3072,2344
Marea Alta,2019,Septiembre,3933,1555
Corazón Eléctrico,2020,Junio,1819,1744
Latidos,2017,Octubre,3887,2246
Oscuridad Total,2016,Febrero,4087,828
Alma Libre,2022,Enero,3572,1381
Claroscuro,2017,Junio,1563,1088
Caída Libre,2015,Mayo,206,1175
Destino Cruzado,2023,Febrero,4196,1852
Corazón Eléctrico,2024,Marzo,4035,2970
Vértice,2025,Marzo,3328,2105
Oscuridad Total,2022,Noviembre,1360,0
Sombras II,2021,Diciembre,3917,4693
Fantasmas,2016,Junio,2520,3045
Desfase,2019,Mayo,1539,2996
Caos,2025,Junio,674,4913
Espiral,2023,Noviembre,2476,1906
Callejón,2016,Octubre,1739,3672
Vértigo,2016,Mayo,1082,173
Ecos,2017,Febrero,1646,4651
Punto Ciego,2022,Agosto,3477,2976
Pecado,2016,Julio,1900,3729
Reinicio,2021,Abril,824,1032
Colisión,2015,Abril,3420,4357
Renacer,2020,Enero,2864,3717
Sin Mirar Atrás,2020,Marzo,4545,3662
Punto Final,2018,Agosto,3330,3916
Ausencia,2019,Noviembre,3375,252
Ciudad Rota,2025,Septiembre,2727,2699
Callejón,2019,Febrero,3021,2715
Fragmentos,2025,Febrero,2537,655
Retroceso,2017,Abril,3668,1044
Instante,2021,Julio,4816,1311
A Media Luz,2016,Junio,3129,1657
Ecos,2022,Abril,610,3985
A Contraluz,2020,Agosto,673,748
Reinicio,2025,Octubre,1504,4076
Latidos,2025,Agosto,1307,3533
Sin Mirar Atrás,2019,Marzo,2865,3668
Retroceso,2025,Diciembre,1977,1832
Instante,2016,Enero,1780,1457
Desvelo II,2021,Octubre,1925,1649
Horizonte Rojo,2017,Marzo,3595,2091
Gravedad,2019,Noviembre,3976,4574
Instinto,2024,Octubre,1059,4232
Renacer,2019,Mayo,665,570
Última Vez,2021,Diciembre,1855,812
Callejón,2024,Octubre,1034,805
Ruido Blanco,2023,Noviembre,2070,3278
Colisión,2021,Enero,3994,740
Al Límite,2021,Junio,2505,829
Retroceso,2019,Julio,3663,698
Fuego Interno,2023,Mayo,2672,3221
Fuego Interno,2025,Febrero,3305,4720
Lluvia de Estrellas,2022,Noviembre,996,1532
Corazón Eléctrico,2017,Marzo,3710,3839
Pecado,2016,Junio,3066,2003
Nostalgia,2023,Septiembre,3234,4244
Claroscuro,2018,Agosto,4976,1326
Fragmentos,2025,Julio,1458,3100
Llama Azul,2018,Diciembre,208,3528
Contratiempo,2017,Octubre,3794,803
Alma Libre,2018,Enero,4926,2426
Sin Filtro,2018,Junio,668,4146
Pulso Final,2024,Agosto,546,1534
Última Vez,2022,Agosto,4102,4831
Vértigo,2024,Octubre,2571,3132
Inercia,2016,Marzo,4477,1205
Punto Final,2015,Octubre,2463,64
Pálpito,2015,Octubre,1545,2736
Pulso Final,2024,Enero,2573,2879
Vértigo,2017,Junio,4744,4523
Caos,2021,Enero,2914,1365
Latente,2015,Enero,4280,2855
Sin Control,2017,Enero,121,3396
Vértice,2020,Agosto,1001,4029
Repetición,2025,Julio,1914,1410
Ecos,2019,Mayo,333,3710
Desvelo,2021,Septiembre,1491,2401
Horizonte,2024,Abril,3622,864
Latidos,2023,Julio,3767,1844
Pecado,2017,Enero,5,634
Mil Vidas,2015,Noviembre,3352,1542
Lento Adiós,2016,Noviembre,4800,2537
Distancia,2023,Diciembre,2577,2114
Entre Sombras,2016,Noviembre,1138,2473
Inercia,2022,Mayo,536,3618
Última Vez,2020,Mayo,1703,847
Resonancia,2015,Febrero,1719,3930
Destino Cruzado,2018,Abril,2216,621
A Contrarreloj,2025,Noviembre,2044,4734
Desconexión,2018,Julio,1144,4840
Caída Libre,2021,Mayo,1199,4342
Alma Libre,2018,Septiembre,2997,3939
Pecado,2017,Julio,1842,2742
Espiral,2016,Abril,2954,4375
Niebla,2024,Mayo,36,685
Alma Libre,2025,Junio,2680,3339
Lento Adiós,2023,Marzo,4151,102
Noches de Neón,2020,Diciembre,1247,2303
Vértigo,2019,Marzo,4518,4286
Sombras II,2022,Agosto,416,2205
Fragmentada,2024,Enero,1053,2961
A Contraluz,2023,Noviembre,3092,867
Despierto,2023,Diciembre,1936,2734
Marea Alta,2023,Abril,3176,4471
Cenizas,2025,Julio,972,3149
Entre Sombras,2021,Noviembre,1573,2157
Inercia,2021,Junio,3142,3653
Llama Azul,2021,Febrero,3389,2604
Latente,2016,Noviembre,225,127
Mil Vidas,2018,Julio,2646,1205
Sin Control,2024,Diciembre,3659,1557
Oscuridad Total,2017,Noviembre,1493,3018
A Contraluz,2024,Mayo,3591,1428
Resonancia,2022,Octubre,4422,4216
Tensión,2020,Abril,1763,459
Renacer,2025,Junio,1497,3049
Caos,2025,Diciembre,1184,4895
Alma Libre,2016,Enero,2907,4555
Antes del Silencio,2025,Diciembre,1788,4764
Renacer,2018,Noviembre,3960,4843
Desorden,2021,Abril,5000,466
Ausencia,2024,Diciembre,3280,4310
Niebla,2018,Mayo,802,898
Punto Ciego,2016,Febrero,624,4165
Al Límite,2024,Mayo,1456,3115
Mirada Fría,2016,Mayo,4180,4517
Siluetas,2023,Agosto,424,3437
Latente,2025,Enero,2800,824
Mirada Fría,2020,Diciembre,4497,2406
Distancia,2025,Junio,1850,1727
Oscuridad Total,2018,Febrero,4526,3589
Fragmentada,2019,Diciembre,3228,1355
Al Límite,2020,Mayo,4711,1439
Sombras II,2022,Abril,4171,2446
Lluvia de Estrellas,2017,Septiembre,2286,962
Lento Adiós,2020,Octubre,1065,1894
Corazón Eléctrico,2020,Abril,2009,4043
Marea Alta,2017,Octubre,734,1289
Vértice,2021,Octubre,2901,1857
Ritmo Urbano,2018,Febrero,1122,4352
Voces,2020,Marzo,2777,2321
Sin Filtro,2016,Agosto,2935,2045
Antes del Silencio,2016,Mayo,742,802
Ciudad Rota,2024,Junio,2298,1799
Equilibrio,2016,Octubre,3207,947
Instinto,2019,Enero,37,3410
Renacer,2017,Diciembre,2511,2279
Caos,2024,Mayo,953,1526
Latidos,2015,Febrero,4422,3103
Callejón,2020,Noviembre,4163,2405
Desconexión,2025,Diciembre,4859,1121
Intermitente,2019,Agosto,4843,2962
Cicatrices,2017,Mayo,1623,4887
Gravedad,2021,Septiembre,3731,4002
Recuerdos,2024,Febrero,3687,4622
Eterno,2017,Septiembre,489,4697
Sombras del Ayer,2015,Enero,2452,4266
Despierta,2022,Octubre,2966,1887
Cicatrices,2017,Septiembre,4778,4203
Tiempo Muerto,2015,Abril,4054,303
Fragmentos,2023,Enero,388,4659
Sin Control,2023,Noviembre,1777,4136
Entre Sombras,2024,Abril,3978,3988
Ecos,2015,Febrero,2707,3317
Sin Control,2021,Marzo,2224,1968
Alma Libre,2020,Noviembre,4670,4961
Instinto,2019,Febrero,1084,1826
Distancia,2024,Septiembre,778,1792
Horizonte Rojo,2022,Mayo,4387,44
Antes del Silencio,2025,Abril,3782,3407
Pulso,2021,Julio,3710,2095
Colisión,2017,Noviembre,3376,3526
Inercia,2020,Enero,3722,4115
Tensión,2023,Mayo,2620,164
Colisión,2020,Diciembre,2685,222
Retroceso,2016,Julio,3410,4576
Resonancia,2018,Noviembre,3303,3108
Contratiempo,2023,Julio,2802,4195
Pulso,2025,Febrero,3595,936
Destino Cruzado,2021,Mayo,4389,1440
Noches de Neón,2021,Febrero,4820,884
Desvelo II,2015,Abril,2438,1574
Ritmo Urbano,2018,Abril,1499,999
Tiempo Muerto,2019,Noviembre,1423,3701
A Contraluz,2025,Septiembre,2293,2871
Ciudad Rota,2025,Febrero,4271,3133
Sin Control,2024,Agosto,1709,1822
Destino Cruzado,2020,Diciembre,2718,248
Pecado,2023,Julio,1115,1345
A Contrarreloj,2024,Noviembre,1839,1381
Latidos,2021,Abril,3609,2397
Llama Azul,2016,Septiembre,2866,1277
Resonancia,2024,Octubre,316,1528
Resonancia,2019,Agosto,3862,587
Claroscuro,2020,Abril,4356,569
Oscuridad Total,2022,Enero,1093,4424
Despierto,2020,Junio,2642,33
Desvelo,2016,Junio,3930,590
Antes del Silencio,2019,Agosto,4104,4114
Mirada Fría,2022,Enero,2201,4932
Sin Mirar Atrás,2017,Julio,4457,91
Despierta,2016,Agosto,3064,1674
Horizonte Rojo,2019,Diciembre,4291,1712
Pecado,2023,Septiembre,4545,1517
Caos,2018,Marzo,2598,639
Mil Vidas,2020,Octubre,4817,2291
Al Límite,2023,Noviembre,1016,3574
Distancia,2015,Agosto,2401,3303
Desorden,2019,Abril,3389,4208
Caos,2025,Enero,1,3662
Destino Cruzado,2015,Noviembre,4796,3330
Lento Adiós,2015,Marzo,2195,517
Ecos,2015,Enero,1059,4697
Latidos,2022,Junio,2030,496
Sombras del Ayer,2024,Julio,4182,3388
Destino Cruzado,2025,Diciembre,3835,4380
Tiempo Muerto,2017,Febrero,3816,1575
Alma Libre,2022,Agosto,1513,2192
Sombras del Ayer,2017,Marzo,3904,180
Tensión,2015,Agosto,3750,4319
Ritmo Urbano,2017,Mayo,3122,1565
Marea Alta,2023,Mayo,4343,3494
Nostalgia,2019,Mayo,4037,3083
Eterno,2022,Noviembre,467,3891
Instante,2016,Mayo,1935,3739
Espiral,2019,Mayo,4092,3156
Ruido Blanco,2017,Marzo,4205,4009
Pulso Final,2025,Diciembre,4683,1988
Latente,2020,Febrero,2905,236
Antes del Silencio,2022,Julio,1649,4688
Sin Filtro,2020,Julio,165,1211
Ritmo Urbano,2021,Febrero,3252,1740
Pálpito,2016,Enero,3463,639
Entre Sombras,2017,Febrero,4357,1808
Desfase,2019,Enero,2326,2401
Cicatrices,2025,Abril,496,1533
Recuerdos,2019,Noviembre,1367,4362
Fantasmas,2022,Mayo,2324,4291
Última Vez,2024,Agosto,1484,3132
Claroscuro,2016,Agosto,2217,4951
Laberinto,2022,Abril,1357,2555
Eterno,2017,Septiembre,4949,1216
Siluetas,2022,Octubre,1732,1583
Voces,2019,Septiembre,1542,3025
Niebla,2025,Enero,2065,1680
Laberinto,2021,Febrero,4639,1431
Ruido Blanco,2018,Abril,1404,2634
Latente,2022,Febrero,3893,2427
Sin Mirar Atrás,2017,Noviembre,3331,3725
Horizonte Rojo,2020,Julio,4372,3231
Pálpito,2015,Febrero,3691,3331
Ritmo Urbano,2024,Febrero,2688,4389
Colisión,2020,Febrero,1697,3643
Latidos,2024,Enero,1320,1079
Gravedad,2019,Febrero,1750,4168
Último Latido,2024,Noviembre,376,4315
A Contrarreloj,2019,Marzo,4246,1424
Caída Libre,2016,Abril,3222,4162
Contratiempo,2023,Abril,4189,4526
Caída Libre,2015,Febrero,1054,2935
Eterno,2019,Julio,4962,2526
Caos,2018,Agosto,3312,1997
Marea Alta,2018,Marzo,4811,2272
Latidos,2021,Junio,2290,2128
Inercia,2018,Marzo,514,1184
Punto Ciego,2016,Septiembre,1906,335
Horizonte Rojo,2021,Junio,1939,1677
Retroceso,2016,Diciembre,4923,4747
Ruido Blanco,2020,Enero,972,4511
A Media Luz,2025,Diciembre,1588,3090
Callejón,2021,Junio,2404,4071
Distancia,2024,Octubre,2971,4374
A Contraluz,2015,Marzo,1023,1798
Sombras del Ayer,2021,Noviembre,2864,1821
Sin Mirar Atrás,2025,Noviembre,157,2330
Ritmo Urbano,2021,Agosto,457,4371
Lluvia de Estrellas,2023,Agosto,2497,1065
A Media Luz,2022,Noviembre,2766,245
Corazón Eléctrico,2015,Mayo,4128,989
Punto Ciego,2017,Abril,4305,4077
Ritmo Urbano,2019,Noviembre,1931,2305
Desorden,2022,Febrero,371,862
Punto Ciego,2019,Febrero,4935,2213
Sombras del Ayer,2024,Julio,1028,2816
Niebla,2018,Junio,3803,467
Caos,2025,Mayo,263,1664
Fantasmas,2021,Agosto,2704,1196
Resonancia,2021,Mayo,4286,4513
Pulso Final,2015,Agosto,696,1983
Marea Alta,2015,Febrero,1400,487
Sombras II,2015,Enero,2494,4844
Reinicio,2024,Abril,2520,524
Reinicio,2017,Julio,275,7
Ciudad Rota,2021,Enero,114,3886
Desconexión,2022,Abril,1898,2788
Recuerdos,2021,Mayo,532,1391
Resonancia,2018,Diciembre,3867,652
Despierta,2024,Julio,3575,1746
Desfase,2021,Agosto,1630,1649
Callejón,2025,Enero,1173,3764
Despierto,2024,Junio,301,1260
Tiempo Muerto,2016,Agosto,2856,497
Tiempo Muerto,2025,Octubre,2161,1868
Siluetas,2021,Marzo,2799,3324
Punto Ciego,2018,Septiembre,1979,4643
Latente,2020,Abril,525,1338
Sombras del Ayer,2023,Mayo,313,2484
Ruido Blanco,2016,Noviembre,764,980
Cicatrices,2016,Marzo,4300,4709
Ciudad Rota,2019,Junio,1552,1703
Pulso Final,2017,Abril,2087,1317
Caos,2021,Abril,2392,3942
Ausencia,2023,Septiembre,661,3285
Mirada Fría,2024,Septiembre,4142,2941
A Contraluz,2017,Enero,278,4521
Caída Libre,2022,Diciembre,3378,3034
Siluetas,2016,Noviembre,1460,1503
Eco Final,2015,Mayo,1387,4256
Horizonte,2018,Mayo,3539,2686
Eco Final,2020,Julio,4345,1752
Despierto,2022,Enero,2284,3395
Llama Azul,2023,Julio,478,266
Claroscuro,2021,Febrero,951,1188
Eco Final,2022,Junio,4719,1708
Llama Azul,2025,Agosto,3671,3799
Lento Adiós,2021,Enero,262,1937
Vértigo,2021,Agosto,1075,2873
Latente,2022,Enero,1332,1501
A Contraluz,2022,Abril,456,2172
Llama Azul,2023,Octubre,4284,2757
Llama Azul,2023,Octubre,4248,1306
Sombras II,2021,Junio,1582,1321
Callejón,2023,Mayo,2257,1530
Noches de Neón,2024,Noviembre,1509,3227
Reinicio,2020,Diciembre,2726,1826
Lento Adiós,2020,Agosto,1648,4130
Instinto,2022,Septiembre,3458,95
A Media Luz,2020,Noviembre,81,4661
Equilibrio,2022,Octubre,4335,3524
Ruido Blanco,2016,Diciembre,2538,3403
Sin Control,2025,Enero,2914,1881
Ecos,2019,Marzo,3342,3506
Horizonte,2025,Marzo,4047,1042
Desconexión,2019,Mayo,98,3820
Al Límite,2021,Abril,1017,4435
Fragmentada,2019,Diciembre,1842,2634
Noches de Neón,2024,Diciembre,891,4206
Horizonte Rojo,2016,Octubre,664,2892
Punto Ciego,2023,Julio,993,4853
Desvelo II,2016,Mayo,3353,855
Fuego Interno,2018,Mayo,494,1855
Eterno,2020,Febrero,631,3570
Sombras II,2016,Julio,970,3723
Instante,2016,Agosto,4215,175
Mirada Fría,2020,Noviembre,4800,201
Mil Vidas,2025,Marzo,836,4067
Ausencia,2020,Enero,935,3162
Horizonte,2015,Marzo,877,2345
Fantasmas,2023,Octubre,3771,3162
Ciudad Rota,2022,Enero,3116,1441
Latidos,2019,Mayo,2713,2269
Pulso Final,2024,Mayo,1077,715
Tensión,2018,Marzo,516,2664
Desconexión,2015,Noviembre,4652,660
Sin Mirar Atrás,2023,Julio,4918,1097
Sutil,2016,Junio,4963,388
Pecado,2023,Diciembre,3033,2312
Caos,2023,Junio,1491,252
Horizonte,2023,Octubre,3713,4025
Despierta,2021,Enero,4959,3976
Vértice,2020,Febrero,3720,858
Intermitente,2019,Enero,4185,1206
Nostalgia,2016,Marzo,2876,2388
Antes del Silencio,2017,Febrero,3424,452
Gravedad,2021,Agosto,4879,3887
Nostalgia,2021,Agosto,4905,979
Despierto,2025,Noviembre,94,1161
Recuerdos,2016,Marzo,2656,3395
Espiral,2015,Febrero,2976,2
Despierto,2019,Mayo,640,2207
Equilibrio,2023,Abril,3889,1065
Repetición,2019,Diciembre,3750,751
Sutil,2024,Octubre,482,3981
Punto Ciego,2022,Septiembre,1215,3014
Siluetas,2019,Octubre,4857,3831
Sin Mirar Atrás,2024,Octubre,4346,3480
Vértigo,2024,Noviembre,3888,819
Equilibrio,2019,Enero,3800,4853
Nostalgia,2025,Marzo,513,4416
Voces,2018,Diciembre,863,4686
Retroceso,2024,Julio,1406,2600
Desconexión,2015,Marzo,4843,924
Mil Vidas,2017,Abril,580,3921
Sombras II,2017,Marzo,3037,3562
Desvelo,2016,Enero,3561,2241
Niebla,2020,Mayo,721,2975
Corazón Eléctrico,2017,Mayo,951,3127
Alma Libre,2017,Mayo,3251,4195
Sombras II,2025,Octubre,1862,4115
Latente,2019,Mayo,952,2483
A Contraluz,2021,Mayo,246,1252
Lluvia de Estrellas,2019,Julio,564,2449
Sutil,2018,Abril,4302,295
Llama Azul,2024,Marzo,1073,109
Tiempo Muerto,2020,Enero,3810,2292
Tiempo Muerto,2021,Junio,137,4447
Entre Sombras,2021,Abril,2838,3322
Después de Ti,2025,Octubre,748,1781
Despierta,2017,Enero,4600,4837
Ausencia,2016,Febrero,1252,1777
Sombras II,2021,Diciembre,2975,46
Desconexión,2019,Febrero,1938,496
Llama Azul,2018,Febrero,4419,1131
Lento Adiós,2018,Julio,1141,4597
Distancia,2020,Septiembre,3266,1124
Cenizas,2017,Abril,4265,3097
Desconexión,2023,Mayo,3427,1121
Lluvia de Estrellas,2024,Julio,1781,3151
Despierto,2025,Abril,3298,1778
Distancia,2023,Mayo,4708,835
Fuego Interno,2019,Mayo,1557,3026
Reinicio,2021,Enero,3752,4776
Eterno,2017,Febrero,1757,4654
Marea Alta,2023,Febrero,2313,609
Pálpito,2018,Octubre,4552,4591
Callejón,2018,Noviembre,3282,71
Antes del Silencio,2015,Junio,441,3450
Marea Alta,2021,Septiembre,1749,1166
Tiempo Muerto,2023,Julio,3410,3502
Intermitente,2017,Mayo,987,2222
Intermitente,2024,Abril,2709,3574
Resonancia,2019,Junio,4744,2755
Espiral,2020,Julio,4315,4815
A Contraluz,2020,Junio,2204,2952
Sombras II,2021,Abril,2397,479
A Contraluz,2021,Noviembre,2552,4459
Sin Mirar Atrás,2016,Noviembre,2004,626
Antes del Silencio,2021,Mayo,1741,2104
Ruido Blanco,2024,Marzo,953,203
Después de Ti,2020,Junio,4481,2140
Sin Filtro,2015,Noviembre,3021,718
Después de Ti,2025,Octubre,408,4165
Instinto,2015,Septiembre,1049,1038
Punto Final,2017,Marzo,1378,1651
Ecos,2016,Abril,2088,2069
Repetición,2025,Abril,4808,4604
Siluetas,2022,Octubre,1452,2580
Desfase,2018,Marzo,3451,837
Alma Libre,2023,Marzo,1010,1453
Corazón Eléctrico,2016,Julio,11,82
Pulso,2020,Julio,908,2783
Corazón Eléctrico,2024,Marzo,3118,4603
Lluvia de Estrellas,2018,Octubre,162,662
Mirada Fría,2025,Julio,2986,1513
Retroceso,2019,Enero,4516,67
Distancia,2016,Abril,1568,4609
Último Latido,2021,Febrero,3892,3578
Resonancia,2018,Enero,1423,4212
Corazón Eléctrico,2021,Mayo,3088,1477
Niebla,2018,Septiembre,1301,3837
Corazón Eléctrico,2021,Noviembre,935,610
Reinicio,2019,Diciembre,4766,1643
Punto Ciego,2023,Septiembre,154,2778
Resonancia,2016,Abril,632,468
Sin Control,2018,Septiembre,2963,3286
Eco Final,2019,Julio,386,652
Punto Ciego,2016,Julio,1332,4489
Reinicio,2022,Noviembre,4788,583
Horizonte Rojo,2025,Septiembre,4173,3808
Fragmentos,2016,Diciembre,655,3241
Antes del Silencio,2021,Abril,3180,501
Voces,2024,Julio,2728,4690
Antes del Silencio,2023,Febrero,1538,641
Eterno,2015,Septiembre,4784,3982
Recuerdos,2024,Mayo,1021,3373
Horizonte,2015,Diciembre,610,672
Sin Mirar Atrás,2019,Abril,2057,3322
Llama Azul,2022,Junio,4263,1007
Última Vez,2024,Marzo,2899,4239
Corazón Eléctrico,2025,Junio,4848,179
Pálpito,2021,Agosto,98,706
Tiempo Muerto,2021,Junio,2461,2993
Ecos,2023,Marzo,1855,4039
Después de Ti,2021,Enero,4018,1109
Desfase,2016,Febrero,1258,55
Tiempo Muerto,2016,Mayo,2921,1526
Corazón Eléctrico,2017,Junio,144,3406
Corazón Eléctrico,2019,Abril,3749,1715
Resonancia,2024,Marzo,3095,1852
Sin Control,2020,Julio,341,1388
Pálpito,2017,Mayo,1372,833
Gravedad,2019,Febrero,2155,3459
Tensión,2018,Octubre,1473,3764
Lento Adiós,2021,Abril,277,4529
Resonancia,2024,Septiembre,4114,4378
Cicatrices,2020,Octubre,2683,671
Claroscuro,2024,Enero,4573,898
Repetición,2018,Mayo,3198,3866
Cenizas,2019,Enero,1011,834
Punto Ciego,2016,Abril,2692,3734
Eco Final,2017,Septiembre,2107,1658
Lluvia de Estrellas,2016,Febrero,1907,3592
Pulso,2022,Junio,440,2779
Después de Ti,2015,Junio,3099,466
Oscuridad Total,2022,Diciembre,3251,2983
Tensión,2022,Agosto,3343,179
